"ti"	"ti_anc"	"terminal_flag"	"rank_flag"	"model"	"taxon_name"	"common_name"	"rank"	"n_gi_node"	"n_gi_sub_nonmodel"	"n_gi_sub_model"	"n_clust_node"	"n_clust_sub"	"n_PIclust_sub"	"n_sp_desc"	"n_sp_model"	"n_leaf_desc"	"n_otu_desc"	"ti_genus"	"n_genera"
101667	101666	NA	1	NA	"Idiurus macrotis"	"long-eared scaly-tailed flying squirrel"	"species"	7	7	0	NA	NA	NA	1	0	1	1	101666	0
101666	101663	NA	1	NA	"Idiurus"	NA	"genus"	0	7	0	NA	NA	NA	1	0	1	2	101666	0
101669	101668	NA	1	NA	"Cameroon scaly-tail"	"Cameroon scaly-tail"	"species"	10	10	0	NA	NA	NA	1	0	1	1	101668	0
101668	101663	NA	1	NA	"Zenkerella"	NA	"genus"	0	10	0	NA	NA	NA	1	0	1	2	101668	0
101663	1963759	NA	1	NA	"Anomaluridae"	NA	"family"	0	126	0	NA	NA	NA	12	0	12	16	NA	3
1963759	9989	NA	1	NA	"Anomaluromorpha"	NA	"suborder"	0	229	0	NA	NA	NA	13	0	13	21	NA	4
9989	314147	NA	1	NA	"Rodentia"	"rodent"	"order"	0	306203	6997639	NA	NA	NA	2670	20	3108	3920	NA	462
314147	314146	NA	0	NA	"Glires"	"Rodents and rabbits"	"no rank"	0	320363	9470800	NA	NA	NA	2799	22	3260	4113	NA	474
94184	94183	NA	1	NA	"Chrotogale owstoni"	"Owston's palm civet"	"species"	33	33	0	NA	NA	NA	1	0	1	1	94183	0
94183	219110	NA	1	NA	"Chrotogale"	NA	"genus"	0	33	0	NA	NA	NA	1	0	1	2	94183	0
94192	94191	NA	1	NA	"Hemigalus derbyanus"	"banded palm civet"	"species"	9	9	0	NA	NA	NA	1	0	1	1	94191	0
94191	219110	NA	1	NA	"Hemigalus"	NA	"genus"	0	9	0	NA	NA	NA	1	0	1	2	94191	0
395839	395838	NA	1	NA	"Cynogale bennetti"	"Otter civet"	"species"	3	3	0	NA	NA	NA	1	0	1	1	395838	0
395838	219110	NA	1	NA	"Cynogale"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	395838	0
1198222	1198221	NA	1	NA	"Diplogale hosei"	"Hose's palm civet"	"species"	3	3	0	NA	NA	NA	1	0	1	1	1198221	0
1198221	219110	NA	1	NA	"Diplogale"	NA	"genus"	0	3	0	NA	NA	NA	1	0	1	2	1198221	0
219110	9673	NA	1	NA	"Hemigalinae"	NA	"subfamily"	0	48	0	NA	NA	NA	4	0	4	9	NA	4
9675	9674	NA	1	NA	"Paguma larvata"	"masked palm civet"	"species"	223	223	0	NA	NA	NA	1	0	1	1	9674	0
9674	219112	NA	1	NA	"Paguma"	NA	"genus"	0	223	0	NA	NA	NA	1	0	1	2	9674	0
71117	71116	NA	1	NA	"Asian palm civet"	"Asian palm civet"	"species"	285	285	0	NA	NA	NA	1	0	1	1	71116	0
395009	71116	NA	1	NA	"Jerdon's palm civet"	"Jerdon's palm civet"	"species"	7	7	0	NA	NA	NA	1	0	1	1	71116	0
643839	71116	NA	1	NA	"Golden palm civet"	"Golden palm civet"	"species"	17	17	0	NA	NA	NA	1	0	1	1	71116	0
71116	219112	NA	1	NA	"Paradoxurus"	NA	"genus"	0	309	0	NA	NA	NA	3	0	3	4	71116	0
94180	94179	NA	1	NA	"Arctictis binturong"	"binturong"	"species"	76	76	0	NA	NA	NA	1	0	1	1	94179	0
94179	219112	NA	1	NA	"Arctictis"	NA	"genus"	0	76	0	NA	NA	NA	1	0	1	2	94179	0
94182	94181	NA	1	NA	"Arctogalidia trivirgata"	"small-toothed palm civet"	"species"	53	53	0	NA	NA	NA	1	0	1	1	94181	0
94181	219112	NA	1	NA	"Arctogalidia"	NA	"genus"	0	53	0	NA	NA	NA	1	0	1	2	94181	0
1198224	1198223	NA	1	NA	"Macrogalidia musschenbroekii"	"Sulawesi palm civet"	"species"	4	4	0	NA	NA	NA	1	0	1	1	1198223	0
1198223	219112	NA	1	NA	"Macrogalidia"	NA	"genus"	0	4	0	NA	NA	NA	1	0	1	2	1198223	0
219112	9673	NA	1	NA	"Paradoxurinae"	NA	"subfamily"	0	665	0	NA	NA	NA	7	0	7	13	NA	5
71121	71120	NA	1	NA	"Malayan civet"	"Malayan civet"	"species"	86	86	0	NA	NA	NA	1	0	1	1	71120	0
94178	71120	NA	1	NA	"Viverra zibetha"	"large Indian civet"	"species"	9	9	0	NA	NA	NA	1	0	1	1	71120	0
205656	71120	NA	1	NA	"Viverra megaspila"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	71120	0
71120	219115	NA	1	NA	"Viverra"	NA	"genus"	0	98	0	NA	NA	NA	3	0	3	4	71120	0
94186	94185	NA	1	NA	"African civet"	"African civet"	"species"	83	83	0	NA	NA	NA	1	0	1	1	94185	0
94185	219115	NA	1	NA	"Civettictis"	NA	"genus"	0	83	0	NA	NA	NA	1	0	1	2	94185	0
94190	94189	NA	1	NA	"Genetta genetta"	"small-spotted genet"	"species"	240	240	0	NA	NA	NA	1	0	1	1	94189	0
94197	94189	NA	1	NA	"Genetta felina"	NA	"species"	5	5	0	NA	NA	NA	1	0	1	1	94189	0
205594	94189	NA	1	NA	"Genetta johnstoni"	NA	"species"	9	9	0	NA	NA	NA	1	0	1	1	94189	0
205595	94189	NA	1	NA	"Genetta maculata"	"panther genet"	"species"	70	70	0	NA	NA	NA	1	0	1	1	94189	0
205596	94189	NA	1	NA	"Genetta servalina"	NA	"species"	23	23	0	NA	NA	NA	1	0	1	1	94189	0
205597	94189	NA	1	NA	"Genetta thierryi"	NA	"species"	24	24	0	NA	NA	NA	1	0	1	1	94189	0
220101	94189	NA	1	NA	"Genetta tigrina"	"large-spotted genet"	"species"	31	31	0	NA	NA	NA	1	0	1	1	94189	0
235200	94189	NA	1	NA	"Angolan genet"	"Angolan genet"	"species"	6	6	0	NA	NA	NA	1	0	1	1	94189	0
235202	94189	NA	1	NA	"Genetta victoriae"	"giant genet"	"species"	1	1	0	NA	NA	NA	1	0	1	1	94189	0
235203	94189	NA	1	NA	"Genetta cristata"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	94189	0
235204	94189	NA	1	NA	"Genetta pardina"	"West African genet"	"species"	102	102	0	NA	NA	NA	1	0	1	1	94189	0
235207	94189	NA	1	NA	"Genetta maculata poensis"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	94189	0
235208	94189	NA	1	NA	"Genetta bourloni"	NA	"species"	1	1	0	NA	NA	NA	1	0	1	1	94189	0
235209	94189	NA	1	NA	"Genetta sp. schoutedeni"	NA	"species"	2	2	0	NA	NA	NA	1	0	1	1	94189	0
378042	94189	NA	1	NA	"Genetta felina x Genetta tigrina"	NA	"species"	3	3	0	NA	NA	NA	1	0	1	1	94189	0
94189	219115	NA	1	NA	"Genetta"	NA	"genus"	0	520	0	NA	NA	NA	15	0	15	16	94189	0
94196	94195	NA	1	NA	"Viverricula indica"	"small Indian civet"	"species"	210	210	0	NA	NA	NA	1	0	1	1	94195	0
94195	219115	NA	1	NA	"Viverricula"	NA	"genus"	0	210	0	NA	NA	NA	1	0	1	2	94195	0
205652	205651	NA	1	NA	"Osbornictis piscivora"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	205651	0
205651	219115	NA	1	NA	"Osbornictis"	NA	"genus"	0	4	0	NA	NA	NA	1	0	1	2	205651	0
205654	205653	NA	1	NA	"Poiana richardsonii"	NA	"species"	7	7	0	NA	NA	NA	1	0	1	1	205653	0
205653	219115	NA	1	NA	"Poiana"	NA	"genus"	0	7	0	NA	NA	NA	1	0	1	2	205653	0
219115	9673	NA	1	NA	"Viverrinae"	NA	"subfamily"	0	922	0	NA	NA	NA	22	0	22	29	NA	6
94194	94193	NA	1	NA	"Prionodon linsang"	"banded linsang"	"species"	49	49	0	NA	NA	NA	1	0	1	1	94193	0
1933931	205655	NA	1	NA	"Prionodon pardicolor pardicolor"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	94193	0
205655	94193	NA	1	NA	"Prionodon pardicolor"	NA	"species"	8	8	0	NA	NA	NA	1	0	1	2	94193	0
94193	379594	NA	1	NA	"Prionodon"	NA	"genus"	0	57	0	NA	NA	NA	2	0	2	4	94193	0
379594	9673	NA	1	NA	"Prionodontinae"	NA	"subfamily"	0	57	0	NA	NA	NA	2	0	2	5	NA	1
9673	379583	NA	1	NA	"Viverridae"	"civets"	"family"	0	1692	0	NA	NA	NA	35	0	35	57	NA	16
9678	9677	NA	1	NA	"Crocuta crocuta"	"spotted hyena"	"species"	306	306	0	NA	NA	NA	1	0	1	1	9677	0
9677	9676	NA	1	NA	"Crocuta"	NA	"genus"	0	306	0	NA	NA	NA	1	0	1	2	9677	0
9680	9679	NA	1	NA	"Proteles cristata"	"aardwolf"	"species"	29	29	0	NA	NA	NA	1	0	1	1	9679	0
9679	9676	NA	1	NA	"Proteles"	NA	"genus"	0	29	0	NA	NA	NA	1	0	1	2	9679	0
95912	95911	NA	1	NA	"Hyaena hyaena"	"striped hyena"	"species"	75	75	0	NA	NA	NA	1	0	1	1	95911	0
95911	9676	NA	1	NA	"Hyaena"	NA	"genus"	0	75	0	NA	NA	NA	1	0	1	2	95911	0
172271	172270	NA	1	NA	"Hyaena brunnea"	NA	"species"	41	41	0	NA	NA	NA	1	0	1	1	172270	0
172270	9676	NA	1	NA	"Parahyaena"	NA	"genus"	0	41	0	NA	NA	NA	1	0	1	2	172270	0
9676	379583	NA	1	NA	"Hyaenidae"	"hyaenas"	"family"	0	451	0	NA	NA	NA	4	0	4	9	NA	4
32536	32535	NA	1	NA	"Acinonyx jubatus"	"cheetah"	"species"	44486	44486	0	NA	NA	NA	1	1	1	1	32535	0
32535	338151	NA	1	NA	"Acinonyx"	NA	"genus"	0	44486	0	NA	NA	NA	1	1	1	2	32535	0
338151	9681	NA	1	NA	"Acinonychinae"	NA	"subfamily"	0	44486	0	NA	NA	NA	1	1	1	3	NA	1
61377	9683	NA	1	NA	"Felis libyca"	"Near Eastern wildcat"	"subspecies"	94	94	0	NA	NA	NA	0	0	1	1	9682	0
458416	9683	NA	1	NA	"Felis silvestris caffra"	"Southern African wildcat"	"subspecies"	10	10	0	NA	NA	NA	0	0	1	1	9682	0
458417	9683	NA	1	NA	"Central Asian wildcat"	"Central Asian wildcat"	"subspecies"	7	7	0	NA	NA	NA	0	0	1	1	9682	0
458418	9683	NA	1	NA	"Chinese desert cat"	"Chinese desert cat"	"subspecies"	70	70	0	NA	NA	NA	0	0	1	1	9682	0
463207	9683	NA	1	NA	"European wildcat"	"European wildcat"	"subspecies"	134	134	0	NA	NA	NA	0	0	1	1	9682	0
9683	9682	NA	1	NA	"Felis silvestris"	"wild cat"	"species"	364	364	0	NA	NA	NA	1	0	5	6	9682	0
9685	9682	NA	1	NA	"Felis catus"	"cat"	"species"	353561	0	353561	NA	NA	NA	1	1	1	1	9682	0
9687	9682	NA	1	NA	"Felis sp."	NA	"species"	139	139	0	NA	NA	NA	1	0	1	1	9682	0
61376	9682	NA	1	NA	"Felis chaus"	"jungle cat"	"species"	249	249	0	NA	NA	NA	1	0	1	1	9682	0
61378	9682	NA	1	NA	"Felis margarita"	"sand cat"	"species"	117	117	0	NA	NA	NA	1	0	1	1	9682	0
61379	9682	NA	1	NA	"Felis nigripes"	"black-footed cat"	"species"	181	181	0	NA	NA	NA	1	0	1	1	9682	0
320633	9682	NA	1	NA	"Felis sp. NG192"	NA	"species"	16	16	0	NA	NA	NA	1	0	1	1	9682	0
9682	338152	NA	1	NA	"Felis"	NA	"genus"	0	1066	353561	NA	NA	NA	7	1	11	13	9682	0
13125	13124	NA	1	NA	"Eurasian lynx"	"Eurasian lynx"	"species"	343	343	0	NA	NA	NA	1	0	1	1	13124	0
61383	13124	NA	1	NA	"Canada lynx"	"Canada lynx"	"species"	180	180	0	NA	NA	NA	1	0	1	1	13124	0
61384	13124	NA	1	NA	"Felis rufus"	"bobcat"	"species"	373	373	0	NA	NA	NA	1	0	1	1	13124	0
191816	13124	NA	1	NA	"Felis pardina"	"Spanish lynx"	"species"	37704	37704	0	NA	NA	NA	1	1	1	1	13124	0
1002257	1002256	NA	1	NA	"Lynx environmental sample"	NA	"species"	17	17	0	NA	NA	NA	1	0	1	1	13124	0
1002256	13124	NA	0	NA	"environmental samples"	NA	"no rank"	0	17	0	NA	NA	NA	1	0	1	2	NA	0
13124	338152	NA	1	NA	"Lynx"	NA	"genus"	0	38617	0	NA	NA	NA	5	1	5	7	13124	0
147328	37029	NA	1	NA	"Chinese leopard cat"	"Chinese leopard cat"	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	37028	0
300877	37029	NA	1	NA	"Amur leopard cat"	"Amur leopard cat"	"subspecies"	30	30	0	NA	NA	NA	0	0	1	1	37028	0
1479606	37029	NA	1	NA	"Prionailurus bengalensis bengalensis"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	37028	0
1915120	37029	NA	1	NA	"Prionailurus bengalensis rabori"	"Visayan leopard cat"	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	37028	0
37029	37028	NA	1	NA	"Felis bengalensis"	"leopard cat"	"species"	500	500	0	NA	NA	NA	1	0	4	5	37028	0
37030	37028	NA	1	NA	"Felis iriomotensis"	"Iriomote cat"	"species"	15	15	0	NA	NA	NA	1	0	1	1	37028	0
61387	37028	NA	1	NA	"Prionailurus rubiginosa"	"rusty-spotted cat"	"species"	79	79	0	NA	NA	NA	1	0	1	1	37028	0
61388	37028	NA	1	NA	"Prionailurus viverrinus"	"fishing cat"	"species"	183	183	0	NA	NA	NA	1	0	1	1	37028	0
61403	37028	NA	1	NA	"Ictailurus planiceps"	"flat-headed cat"	"species"	87	87	0	NA	NA	NA	1	0	1	1	37028	0
37028	338152	NA	1	NA	"Ictailurus"	NA	"genus"	0	864	0	NA	NA	NA	5	0	8	10	37028	0
1051137	32538	NA	1	NA	"Leopardus pardalis albascens"	NA	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	46841	0
32538	46841	NA	1	NA	"Felis pardalis"	"ocelot"	"species"	324	324	0	NA	NA	NA	1	0	1	2	46841	0
46842	46841	NA	1	NA	"Felis tigrinus"	"little spotted cat"	"species"	306	306	0	NA	NA	NA	1	0	1	1	46841	0
46844	46841	NA	1	NA	"Felis geoffroyi"	"Geoffroy's cat"	"species"	270	270	0	NA	NA	NA	1	0	1	1	46841	0
61382	46841	NA	1	NA	"Felis wiedii"	"margay"	"species"	200	200	0	NA	NA	NA	1	0	1	1	46841	0
61386	46841	NA	1	NA	"Kodkod"	"Kodkod"	"species"	212	212	0	NA	NA	NA	1	0	1	1	46841	0
61406	46841	NA	1	NA	"Colocolo"	"Colocolo"	"species"	228	228	0	NA	NA	NA	1	0	1	1	46841	0
713925	46841	NA	1	NA	"Andean Cat"	"Andean Cat"	"species"	48	48	0	NA	NA	NA	1	0	1	1	46841	0
1608501	46841	NA	1	NA	"Leopardus guttulus"	"Southern oncilla"	"species"	4	4	0	NA	NA	NA	1	0	1	1	46841	0
46841	338152	NA	1	NA	"Leopardus"	NA	"genus"	0	1592	0	NA	NA	NA	8	0	8	10	46841	0
61394	61393	NA	1	NA	"Caracal caracal"	"caracal"	"species"	139	139	0	NA	NA	NA	1	0	1	1	61393	0
61393	338152	NA	1	NA	"Caracal"	NA	"genus"	0	139	0	NA	NA	NA	1	0	1	2	61393	0
61405	61404	NA	1	NA	"Felis serval"	"serval"	"species"	126	126	0	NA	NA	NA	1	0	1	1	61404	0
61404	338152	NA	1	NA	"Leptailurus"	NA	"genus"	0	126	0	NA	NA	NA	1	0	1	2	61404	0
61408	61407	NA	1	NA	"Felis manul"	"Pallas's cat"	"species"	118	118	0	NA	NA	NA	1	0	1	1	61407	0
61407	338152	NA	1	NA	"Otocolobus"	NA	"genus"	0	118	0	NA	NA	NA	1	0	1	2	61407	0
61412	61411	NA	1	NA	"African golden cat"	"African golden cat"	"species"	87	87	0	NA	NA	NA	1	0	1	1	61411	0
61411	338152	NA	1	NA	"Profelis"	NA	"genus"	0	87	0	NA	NA	NA	1	0	1	2	61411	0
61454	61453	NA	1	NA	"Catopuma badia"	"bay cat"	"species"	70	70	0	NA	NA	NA	1	0	1	1	61453	0
61455	61453	NA	1	NA	"Asiatic golden cat"	"Asiatic golden cat"	"species"	249	249	0	NA	NA	NA	1	0	1	1	61453	0
61453	338152	NA	1	NA	"Catopuma"	NA	"genus"	0	319	0	NA	NA	NA	2	0	2	3	61453	0
29062	9696	NA	1	NA	"Felis concolor coryi"	"Florida puma"	"subspecies"	3	3	0	NA	NA	NA	0	0	1	1	146712	0
694476	9696	NA	1	NA	"Puma concolor couguar"	NA	"subspecies"	1	1	0	NA	NA	NA	0	0	1	1	146712	0
9696	146712	NA	1	NA	"Felis concolor"	"puma"	"species"	736	736	0	NA	NA	NA	1	0	2	3	146712	0
1608482	146712	NA	1	NA	"Herpailurus yagouaroundi"	"jaguarundi"	"species"	153	153	0	NA	NA	NA	1	0	1	1	146712	0
146712	338152	NA	1	NA	"Herpailurus"	NA	"genus"	0	889	0	NA	NA	NA	2	0	3	5	146712	0
1403448	338152	NA	1	NA	"Leptailurus serval x Caracal caracal"	NA	"species"	4	4	0	NA	NA	NA	1	0	1	1	338152	0
338152	9681	NA	1	NA	"Felinae"	NA	"subfamily"	0	43821	353561	NA	NA	NA	34	2	42	58	NA	10
83386	9689	NA	1	NA	"Asiatic lion"	"Asiatic lion"	"subspecies"	267	267	0	NA	NA	NA	0	0	1	1	9688	0
235557	9689	NA	1	NA	"Panthera leo persica x Panthera leo leo"	NA	"subspecies"	0	0	0	NA	NA	NA	0	0	1	1	9688	0
363571	9689	NA	1	NA	"Eurasian cave lion"	"Eurasian cave lion"	"subspecies"	69	69	0	NA	NA	NA	0	0	1	1	9688	0
402889	9689	NA	1	NA	"American cave lion"	"American cave lion"	"subspecies"	7	7	0	NA	NA	NA	0	0	1	1	9688	0
472295	9689	NA	1	NA	"Katanga lion"	"Katanga lion"	"subspecies"	8	8	0	NA	NA	NA	0	0	1	1	9688	0
637857	9689	NA	1	NA	"Panthera leo krugeri"	NA	"subspecies"	48	48	0	NA	NA	NA	0	0	1	1	9688	0
1446311	9689	NA	1	NA	"Panthera leo leo"	NA	"subspecies"	8	8	0	NA	NA	NA	0	0	1	1	9688	0
9689	9688	NA	1	NA	"Leo leo"	"lion"	"species"	425	425	0	NA	NA	NA	1	0	7	8	9688	0
399178	9690	NA	1	NA	"Panthera onca mesembrina"	"Patagonian panther"	"subspecies"	21	21	0	NA	NA	NA	0	0	1	1	9688	0
9690	9688	NA	1	NA	"Panthera onca"	"jaguar"	"species"	442	442	0	NA	NA	NA	1	0	1	2	9688	0
9692	9691	NA	1	NA	"Amur leopard"	"Amur leopard"	"subspecies"	40	40	0	NA	NA	NA	0	0	1	1	9688	0
9693	9691	NA	1	NA	"Panthera pardus saxicolor"	"northern Persian leopard"	"subspecies"	10	10	0	NA	NA	NA	0	0	1	1	9688	0
348288	9691	NA	1	NA	"Panthera pardus japonensis"	NA	"subspecies"	2	2	0	NA	NA	NA	0	0	1	1	9688	0
421001	9691	NA	1	NA	"Panthera pardus fusca"	NA	"subspecies"	6	6	0	NA	NA	NA	0	0	1	1	9688	0
9691	9688	NA	1	NA	"Leo pardus"	"leopard"	"species"	124376	0	124376	NA	NA	NA	1	1	4	5	9688	0
9695	9694	NA	1	NA	"Panthera tigris sumatrae"	"Sumatra tiger"	"subspecies"	27	27	0	NA	NA	NA	0	0	1	1	9688	0
74533	9694	NA	1	NA	"Amur tiger"	"Amur tiger"	"subspecies"	35220	35220	0	NA	NA	NA	0	0	1	1	9688	0
74534	9694	NA	1	NA	"Indochinese tiger"	"Indochinese tiger"	"subspecies"	8	8	0	NA	NA	NA	0	0	1	1	9688	0
74535	9694	NA	1	NA	"Bengal tiger"	"Bengal tiger"	"subspecies"	215	215	0	NA	NA	NA	0	0	1	1	9688	0
253258	9694	NA	1	NA	"Amoy tiger"	"Amoy tiger"	"subspecies"	43	43	0	NA	NA	NA	0	0	1	1	9688	0
419130	9694	NA	1	NA	"Malayan tiger"	"Malayan tiger"	"subspecies"	32	32	0	NA	NA	NA	0	0	1	1	9688	0
644771	9694	NA	1	NA	"Javan tiger"	"Javan tiger"	"subspecies"	4	4	0	NA	NA	NA	0	0	1	1	9688	0
9694	9688	NA	1	NA	"Panthera tigris"	"tiger"	"species"	986	986	0	NA	NA	NA	1	0	7	8	9688	0
29064	9688	NA	1	NA	"Felis uncia"	"snow leopard"	"species"	298	298	0	NA	NA	NA	1	0	1	1	9688	0
235915	9688	NA	1	NA	"Panthera leo x Panthera tigris"	NA	"species"	0	0	0	NA	NA	NA	1	0	1	1	9688	0
9688	338153	NA	1	NA	"Leo"	NA	"genus"	0	2151	124376	NA	NA	NA	6	1	21	26	9688	0
29063	338153	NA	1	NA	"Uncia"	NA	"genus"	0	0	0	NA	NA	NA	0	0	1	1	29063	0
61410	61409	NA	1	NA	"Pardofelis marmorata"	"marbled cat"	"species"	159	159	0	NA	NA	NA	1	0	1	1	61409	0
61409	338153	NA	1	NA	"Pardofelis"	NA	"genus"	0	159	0	NA	NA	NA	1	0	1	2	61409	0
427615	61452	NA	1	NA	"Neofelis nebulosa nebulosa"	NA	"subspecies"	52	52	0	NA	NA	NA	0	0	1	1	61451	0
61452	61451	NA	1	NA	"Clouded leopard"	"Clouded leopard"	"species"	182	182	0	NA	NA	NA	1	0	1	2	61451	0
427616	61451	NA	1	NA	"Neofelis diardi"	"Sunda clouded leopard"	"species"	22	22	0	NA	NA	NA	1	0	1	1	61451	0
61451	338153	NA	1	NA	"Neofelis"	NA	"genus"	0	204	0	NA	NA	NA	2	0	2	4	61451	0
338153	9681	NA	1	NA	"Pantherinae"	NA	"subfamily"	0	2514	124376	NA	NA	NA	9	1	25	34	NA	4
13266	13265	NA	1	NA	"Smilodon fatalis"	"saber-toothed cat"	"species"	1	1	0	NA	NA	NA	1	0	1	1	13265	0
339609	13265	NA	1	NA	"Greater saber-toothed cat"	"Greater saber-toothed cat"	"species"	10	10	0	NA	NA	NA	1	0	1	1	13265	0
13265	339610	NA	1	NA	"Smilodon"	NA	"genus"	0	11	0	NA	NA	NA	2	0	2	3	13265	0
339612	339611	NA	1	NA	"American cheetah-like cat"	"American cheetah-like cat"	"species"	6	6	0	NA	NA	NA	1	0	1	1	339611	0
339611	339610	NA	1	NA	"Miracinonyx"	NA	"genus"	0	6	0	NA	NA	NA	1	0	1	2	339611	0
339614	339613	NA	1	NA	"Homotherium serum"	"Scimitar-toothed cat"	"species"	4	4	0	NA	NA	NA	1	0	1	1	339613	0
339613	339610	NA	1	NA	"Homotherium"	NA	"genus"	0	4	0	NA	NA	NA	1	0	1	2	339613	0
339610	9681	NA	0	NA	"unclassified Felidae"	NA	"no rank"	0	21	0	NA	NA	NA	4	0	4	8	NA	3
9681	379583	NA	1	NA	"Felidae"	"cat family"	"family"	0	90842	477937	NA	NA	NA	48	4	72	104	NA	18
9700	9699	NA	1	NA	"Egyptian mongoose"	"Egyptian mongoose"	"species"	91	91	0	NA	NA	NA	1	0	1	1	9699	0
39705	9699	NA	1	NA	"Herpestes edwardsii"	"Indian gray mongoose"	"species"	22	22	0	NA	NA	NA	1	0	1	1	9699	0
48418	9699	NA	1	NA	"Herpestes auropunctatus"	NA	"species"	15	15	0	NA	NA	NA	1	0	1	1	9699	0
140016	9699	NA	1	NA	"Herpestes javanicus"	"small Asian mongoose"	"species"	106	106	0	NA	NA	NA	1	0	1	1	9699	0
328699	9699	NA	1	NA	"Herpestes urva"	"crab-eating mongoose"	"species"	14	14	0	NA	NA	NA	1	0	1	1	9699	0
643830	9699	NA	1	NA	"Herpestes fuscus"	"Indian brown mongoose"	"species"	5	5	0	NA	NA	NA	1	0	1	1	9699	0
643831	9699	NA	1	NA	"Herpestes brachyurus"	"Short-tailed mongoose"	"species"	52	52	0	NA	NA	NA	1	0	1	1	9699	0
643832	9699	NA	1	NA	"Herpestes smithii"	"Ruddy mongoose"	"species"	2	2	0	NA	NA	NA	1	0	1	1	9699	0
643833	9699	NA	1	NA	"Herpestes vitticollis"	"Stripe-necked mongoose"	"species"	1	1	0	NA	NA	NA	1	0	1	1	9699	0
1585997	9699	NA	1	NA	"Herpestes semitorquatus"	"collared mongoose"	"species"	9	9	0	NA	NA	NA	1	0	1	1	9699	0
9699	9697	NA	1	NA	"Herpestes"	NA	"genus"	0	317	0	NA	NA	NA	10	0	10	11	9699	0
37032	37031	NA	1	NA	"Suricata suricatta"	"meerkat"	"species"	73	73	0	NA	NA	NA	1	0	1	1	37031	0
37031	9697	NA	1	NA	"Suricata"	NA	"genus"	0	73	0	NA	NA	NA	1	0	1	2	37031	0
41010	41009	NA	1	NA	"Cynictis penicillata"	"red meerkat"	"species"	22	22	0	NA	NA	NA	1	0	1	1	41009	0
41009	9697	NA	1	NA	"Cynictis"	NA	"genus"	0	22	0	NA	NA	NA	1	0	1	2	41009	0
55052	55051	NA	1	NA	"Cape gray mongoose"	"Cape gray mongoose"	"species"	6	6	0	NA	NA	NA	1	0	1	1	55051	0
210644	55051	NA	1	NA	"Galerella sanguinea"	"slender mongoose"	"species"	20	20	0	NA	NA	NA	1	0	1	1	55051	0
1230391	55051	NA	1	NA	"Galerella flavescens nigratus"	"black mongoose"	"species"	16	16	0	NA	NA	NA	1	0	1	1	55051	0
1230393	55051	NA	1	NA	"Galerella nigrata x Galerella sanguinea"	NA	"species"	7	7	0	NA	NA	NA	1	0	1	1	55051	0
55051	9697	NA	1	NA	"Galerella"	NA	"genus"	0	49	0	NA	NA	NA	4	0	4	5	55051	0
71111	71110	NA	1	NA	"Crossarchus obscurus"	"long-nosed cusimanse"	"species"	25	25	0	NA	NA	NA	1	0	1	1	71110	0
210643	71110	NA	1	NA	"Alexander's cusimanse"	"Alexander's cusimanse"	"species"	24	24	0	NA	NA	NA	1	0	1	1	71110	0
1096449	71110	NA	1	NA	"Crossarchus platycephalus"	"flat-headed kusimanse"	"species"	62	62	0	NA	NA	NA	1	0	1	1	71110	0
1433719	1433718	NA	1	NA	"Crossarchus ansorgei nigricolor"	NA	"subspecies"	5	5	0	NA	NA	NA	0	0	1	1	71110	0
1433718	71110	NA	1	NA	"Angolan kusimanse"	"Angolan kusimanse"	"species"	0	0	0	NA	NA	NA	1	0	1	2	71110	0
71110	9697	NA	1	NA	"Crossarchus"	NA	"genus"	0	111	0	NA	NA	NA	4	0	4	6	71110	0
205599	205598	NA	1	NA	"Ichneumia albicauda"	"White-tailed mongoose"	"species"	67	67	0	NA	NA	NA	1	0	1	1	205598	0
205598	9697	NA	1	NA	"Ichneumia"	NA	"genus"	0	67	0	NA	NA	NA	1	0	1	2	205598	0
210642	210641	NA	1	NA	"Atilax paludinosus"	"marsh mongoose"	"species"	9	9	0	NA	NA	NA	1	0	1	1	210641	0
210641	9697	NA	1	NA	"Atilax"	NA	"genus"	0	9	0	NA	NA	NA	1	0	1	2	210641	0
210646	210645	NA	1	NA	"Helogale hirtula"	"desert dwarf mongoose"	"species"	13	13	0	NA	NA	NA	1	0	1	1	210645	0
210647	210645	NA	1	NA	"Helogale parvula"	"dwarf mongoose"	"species"	33	33	0	NA	NA	NA	1	0	1	1	210645	0
210648	210645	NA	1	NA	"Herpestes naso"	"long-nosed mongoose"	"species"	5	5	0	NA	NA	NA	1	0	1	1	210645	0
210645	9697	NA	1	NA	"Helogale"	NA	"genus"	0	51	0	NA	NA	NA	3	0	3	4	210645	0
210650	210649	NA	1	NA	"Liberiictis kuhni"	"liberian mongoose"	"species"	7	7	0	NA	NA	NA	1	0	1	1	210649	0
